,Довжина,Індекс
0,text,0.05778665561775798
1,k2,0.0461523431062814
2,k3,0.03738776490307878
3,k4,0.03948533116121833
4,k5,0.037574921488401
5,k11,0.033087871782436946
6,k14,0.03355517470302134
