Символ(и),Кількість,Частота
ыс,717,0.0012515600862302207
се,2007,0.0035033209108285258
лп,527,0.0009199053911343463
ак,2989,0.0052174520191661505
кт,610,0.001064786126360439
ки,2854,0.004981802630545398
ео,763,0.0013318554334639588
от,4086,0.00713232149558812
тд,293,0.0005114464508583748
мо,2539,0.004431954057096974
тф,23,4.0147673616869004e-05
фа,167,0.0002915070214790054
вр,585,0.001021147350689929
еа,261,0.00045558881800012216
ьн,1434,0.0025031201724604415
ьо,361,0.0006301439206821614
тм,590,0.001029875105824031
иф,144,0.0002513593478621364
фи,212,0.000370056817685923
ац,244,0.00042591445054417554
ци,584,0.0010194017996631086
из,1910,0.0033340024612269477
зв,658,0.0011485725756478177
ав,3266,0.0057009696535953985
ач,839,0.0014645173115023086
чт,1187,0.0020719690688358046
об,2820,0.004922453895633504
бу,723,0.001262033392391143
уд,1298,0.002265725232812868
ду,1010,0.0017630065370885955
ущ,142,0.0002478682458084956
щи,566,0.0009879818811803416
оа,158,0.00027579706223762184
вт,584,0.0010194017996631086
ры,1006,0.0017560243329813139
ыз,154,0.0002688148581303403
зе,386,0.0006737826963526711
мл,194,0.00033863689920315596
ля,1115,0.0019462893949047367
як,527,0.0009199053911343463
ио,1104,0.0019270883336097123
од,4069,0.007102647128132173
сс,847,0.0014784817197168716
си,1490,0.0026008710299623835
ты,1050,0.001832828578161411
ыо,162,0.0002827792663449034
ьв,635,0.0011084249020309486
вм,258,0.000450352164919661
кв,513,0.0008954676767588608
еп,1718,0.0029988566640774326
зж,72,0.0001256796739310682
же,2148,0.003749443605610201
ап,2444,0.004266126709549037
оэ,191,0.0003334002461226948
эт,985,0.0017193677614180856
иж,300,0.0005236653080461175
жу,155,0.00027056040915716067
рн,1022,0.0017839531494104402
яа,105,0.00018328285781614112
ол,4622,0.008067936845963849
ьд,354,0.0006179250634944186
до,2631,0.00459254475156445
чф,3,5.236653080461175e-06
ай,584,0.0010194017996631086
йн,594,0.0010368573099313126
нз,107,0.0001867739598697819
зи,418,0.0007296403292109236
ьб,263,0.000459079920053763
бе,1549,0.0027038585405447864
рг,292,0.0005097008998315543
гв,52,9.076865339466035e-05
вз,341,0.0005952329001457535
зя,178,0.0003107080827740297
ял,691,0.0012061757595328904
пс,123,0.00021470277629890815
ещ,455,0.0007942257172032782
ще,825,0.001440079597126823
тб,170,0.0002967436745594666
бы,1870,0.003264180420154132
ши,1107,0.0019323249866901734
йс,941,0.0016425635162379884
ру,1786,0.0031175541339012194
дн,1182,0.0020632413137017026
оу,376,0.0006563271860844672
уг,585,0.001021147350689929
вн,980,0.0017106400062839838
зы,257,0.00044860661389284064
чк,488,0.0008518289010883511
вс,1872,0.003267671522207773
мп,638,0.0011136615551114097
вв,276,0.0004817720834024281
ыб,238,0.0004154411443832532
бр,893,0.0015587770669506097
лв,607,0.0010595494732799776
оя,473,0.0008256456356860452
ят,1114,0.001944543843877916
см,595,0.001038602860958133
оф,134,0.00023390383759393246
ию,231,0.00040322228719551044
юс,210,0.00036656571563228223
сг,92,0.00016059069446747602
нв,231,0.00040322228719551044
фо,274,0.00047828098134878726
мр,205,0.00035783796049818024
аб,977,0.0017054033532035225
бо,1395,0.002435043682414446
га,1029,0.001796172006598183
гу,477,0.0008326278397933267
ше,1379,0.00240711486598532
ей,1436,0.002506611274514082
яц,58,0.00010124195955558271
це,687,0.001199193555425609
ны,2847,0.0049695837733576545
ою,154,0.0002688148581303403
юз,69,0.00012044302085060702
их,1043,0.0018206097209736683
хж,30,5.2366530804611744e-05
ез,1286,0.0022447786204910234
зн,1013,0.0017682431901690566
жн,633,0.001104933799977308
нс,758,0.0013231276783298568
сп,1441,0.002515339029648184
рт,533,0.0009303786972952687
ас,3820,0.006668004922453895
ср,214,0.0003735479197395638
рв,377,0.0006580727371112876
дк,266,0.00046431657313422415
ке,523,0.0009129231870270648
нп,256,0.0004468610628660202
вб,171,0.00029848922558628694
тп,382,0.0006668004922453896
др,659,0.001150318126674638
ги,550,0.0009600530647512153
ех,497,0.0008675388603297346
йв,425,0.0007418591863986663
ун,724,0.0012637789434179634
ьк,874,0.0015256115974410223
нь,728,0.001270761147525245
ьш,396,0.0006912382066208751
тл,169,0.00029499812353264617
аи,804,0.0014034230255635949
ид,1519,0.002651492009740175
ау,411,0.000717421472023181
ус,1187,0.0020719690688358046
лк,649,0.001132862616406434
кг,76,0.00013266187803834975
ьл,81,0.0001413896331724517
йз,185,0.00032292693996177244
ью,266,0.00046431657313422415
юп,182,0.00031769028688131127
еч,917,0.001600670291594299
ча,1506,0.0026287998463915096
зу,246,0.0004294055525978163
вц,81,0.0001413896331724517
ых,800,0.0013964408214563132
ла,3484,0.006081499777442244
ах,959,0.0016739834347207555
хп,266,0.00046431657313422415
пь,52,9.076865339466035e-05
су,547,0.0009548164116707542
уе,218,0.00038053012384684534
лм,125,0.00021819387835254894
мх,54,9.425975544830114e-05
йг,245,0.00042766000157099595
ып,515,0.0008989587788125016
пу,599,0.0010455850650654146
ку,1350,0.0023564938862075287
уо,254,0.00044336996081237946
зк,144,0.0002513593478621364
пн,149,0.0002600871029962383
йш,126,0.00021993942937936932
хи,345,0.000602215104253035
тв,2195,0.0038314845038707594
ьм,366,0.0006388716758162633
мс,573,0.0010002007383680843
сю,161,0.000281033715318083
юж,64,0.00011171526571650506
ма,2444,0.004266126709549037
уи,380,0.0006633093901917488
ею,67,0.00011695191879696623
рс,519,0.0009059409829197832
фу,60,0.00010473306160922349
дл,368,0.0006423627778699041
жи,993,0.0017333321696326488
ое,1223,0.0021348089058013386
пл,575,0.0010036918404217252
еж,739,0.0012899622088202694
жа,956,0.0016687467816402944
фс,18,3.141991848276705e-05
иш,396,0.0006912382066208751
шу,223,0.00038925787898094733
ут,1099,0.0019183605784756103
нк,421,0.0007348769822913848
тг,80,0.00013964408214563133
ые,1014,0.001769988741195877
гл,740,0.0012917077598470898
ыр,235,0.000410204491302792
юм,108,0.0001885195108966023
иэ,114,0.00019899281705752463
гр,1009,0.0017612609860617752
ын,440,0.0007680424518009723
аю,471,0.0008221545336324044
ют,326,0.0005690496347434477
яб,298,0.0005201742059924766
мя,321,0.0005603218796093457
ян,1178,0.002056259109594421
бл,688,0.0012009391064524294
жк,138,0.00024088604170121404
сн,875,0.0015273571484678426
уб,843,0.00147149951560959
ди,1659,0.0028958691534950298
яр,264,0.0004608254710805834
иу,320,0.0005585763285825253
хв,296,0.0005166831039388359
тт,186,0.0003246724909885928
ыи,341,0.0005952329001457535
ба,711,0.0012410867800692984
км,107,0.0001867739598697819
вх,94,0.0001640817965211168
еу,466,0.0008134267784983024
ющ,285,0.0004974820426438116
зо,516,0.000900704329839322
ыа,49,8.553200031419918e-05
дд,64,0.00011171526571650506
рж,238,0.0004154411443832532
ее,1302,0.00227270743692015
тя,391,0.0006825104514867731
ря,600,0.001047330616092235
яг,261,0.00045558881800012216
вч,135,0.00023564938862075287
зм,265,0.00046257102210740374
цп,24,4.18932246436894e-05
ая,1503,0.0026235631933110484
зт,53,9.251420442148075e-05
хч,36,6.28398369655341e-05
йр,194,0.00033863689920315596
аг,804,0.0014034230255635949
дс,404,0.0007052026148354381
вл,599,0.0010455850650654146
яю,67,0.00011695191879696623
оо,886,0.001546558209762867
тк,499,0.0008710299623833754
яо,358,0.0006249072676017002
уж,924,0.0016128891487820418
мд,232,0.00040496783822233085
чь,142,0.0002478682458084956
юа,31,5.411208183143214e-05
яз,312,0.0005446119203679621
дя,258,0.000450352164919661
яс,929,0.0016216169039161437
еб,1214,0.0021190989465599552
бя,165,0.0002880159194253646
ец,381,0.0006650549412185692
цв,135,0.00023564938862075287
рш,153,0.0002670693071035199
яж,175,0.0003054714296935685
юл,53,9.251420442148075e-05
лл,266,0.00046431657313422415
лю,562,0.0009809996770730601
ир,1150,0.0020073836808434504
яч,243,0.00042416889951735513
чн,652,0.0011380992694868953
йт,510,0.0008902310236783996
кл,649,0.001132862616406434
хс,263,0.000459079920053763
еш,529,0.0009233964931879871
лс,1588,0.0027719350305907818
яе,169,0.00029499812353264617
ыт,509,0.0008884854726515793
жв,19,3.3165469509587437e-05
лг,252,0.00043987885875873865
иа,376,0.0006563271860844672
лы,447,0.000780261308988715
ея,204,0.0003560924094713599
рк,355,0.000619670614521239
ыл,1317,0.0022988907023224554
яп,708,0.0012358501269888371
мж,71,0.0001239341229042478
дг,31,5.411208183143214e-05
ык,291,0.0005079553488047339
аф,307,0.0005358841652338602
сд,214,0.0003735479197395638
рр,90,0.00015709959241383523
ек,1488,0.0025973799279087424
мв,525,0.0009164142890807055
вь,77,0.00013440742906517016
юи,116,0.00020248391911116542
бн,192,0.0003351457971495152
оц,160,0.00027928816429126266
гд,497,0.0008675388603297346
аш,715,0.00124806898417658
шн,252,0.00043987885875873865
йж,102,0.00017804620473567994
хн,285,0.0004974820426438116
ух,411,0.000717421472023181
хт,116,0.00020248391911116542
ьи,444,0.0007750246559082538
ху,211,0.0003683112666591026
кс,486,0.0008483377990347103
па,1382,0.002412351519065781
зр,179,0.0003124536338008501
ьч,234,0.0004084589402759716
тз,101,0.00017630065370885953
ьр,177,0.0003089625317472093
кц,136,0.00023739493964757325
ню,74,0.00012917077598470898
юд,261,0.00045558881800012216
дь,294,0.0005131920018851951
юб,262,0.00045733436902694257
аа,234,0.0004084589402759716
ыж,53,9.251420442148075e-05
мэ,51,8.902310236783997e-05
бс,109,0.00019026506192342267
ня,731,0.0012759978006057061
вк,646,0.001127625963325973
сч,217,0.000378784572820025
рп,206,0.00035958351152500065
пы,212,0.000370056817685923
иб,711,0.0012410867800692984
лт,272,0.0004747898792951465
ьг,244,0.00042591445054417554
ый,1347,0.0023512572331270674
йи,358,0.0006249072676017002
ум,853,0.001488955025877794
лб,202,0.00035260130741771907
ям,469,0.0008186634315787636
бь,292,0.0005097008998315543
йэ,51,8.902310236783997e-05
эк,75,0.00013091632701152936
рд,256,0.0004468610628660202
йд,416,0.0007261492271572828
вж,54,9.425975544830114e-05
ую,716,0.0012498145352034004
юр,116,0.00020248391911116542
юк,221,0.0003857667769273065
ощ,162,0.0002827792663449034
щь,22,3.8402122590048616e-05
ьз,250,0.0004363877567050979
юц,25,4.363877567050979e-05
йо,301,0.0005254108590729378
йа,124,0.00021644832732572856
рб,131,0.00022866718451347129
кб,134,0.00023390383759393246
хд,101,0.00017630065370885953
аж,985,0.0017193677614180856
лч,255,0.0004451155118391998
рь,336,0.0005865051450116515
лн,689,0.0012026846574792497
мю,4,6.982204107281566e-06
юг,64,0.00011171526571650506
фн,10,1.7455510268203916e-05
иг,729,0.0012725066985520654
мч,146,0.00025485044991577715
кж,71,0.0001239341229042478
фг,2,3.491102053640783e-06
мц,28,4.887542875097096e-05
цк,182,0.00031769028688131127
кп,260,0.0004538432669733018
пб,40,6.982204107281566e-05
дч,33,5.7603183885072924e-05
ыш,313,0.0005463574713947825
шл,344,0.0006004695532262147
кк,150,0.00026183265402305873
кз,131,0.00022866718451347129
пт,99,0.00017280955165521877
вэ,99,0.00017280955165521877
зг,184,0.00032118138893495203
фб,3,5.236653080461175e-06
хл,186,0.0003246724909885928
тч,163,0.00028452481737172383
кн,486,0.0008483377990347103
ош,687,0.001199193555425609
кд,136,0.00023739493964757325
нб,122,0.00021295722527208777
юч,122,0.00021295722527208777
зп,150,0.00026183265402305873
нж,110,0.00019201061295024308
гк,109,0.00019026506192342267
бх,23,4.0147673616869004e-05
зб,119,0.0002077205721916266
йф,52,9.076865339466035e-05
бю,55,9.600530647512154e-05
мт,179,0.0003124536338008501
ох,550,0.0009600530647512153
уш,474,0.0008273911867128656
шк,316,0.0005515941244752437
жэ,6,1.047330616092235e-05
тщ,21,3.665657156322822e-05
мм,287,0.0005009731446974524
лр,110,0.00019201061295024308
иц,750,0.0013091632701152935
сы,292,0.0005097008998315543
уз,385,0.0006720371453258507
ьу,120,0.00020946612321844698
тц,77,0.00013440742906517016
бщ,129,0.0002251760824598305
цо,130,0.0002269216334866509
чв,80,0.00013964408214563133
юн,155,0.00027056040915716067
зь,83,0.0001448807352260925
ях,181,0.00031594473585449086
хк,153,0.0002670693071035199
бб,9,1.5709959241383524e-05
ыг,185,0.00032292693996177244
сз,61,0.00010647861263604388
хр,158,0.00027579706223762184
мь,77,0.00013440742906517016
мз,162,0.0002827792663449034
ащ,175,0.0003054714296935685
пю,6,1.047330616092235e-05
рц,54,9.425975544830114e-05
чл,56,9.775085750194192e-05
дт,95,0.0001658273475479372
зс,117,0.0002042294701379858
ьэ,89,0.00015535404138701484
яэ,61,0.00010647861263604388
дх,38,6.633093901917487e-05
нц,384,0.0006702915942990304
ьт,357,0.0006231617165748797
кх,22,3.8402122590048616e-05
йц,70,0.0001221885718774274
пв,70,0.0001221885718774274
ыя,29,5.0620979777791356e-05
шь,164,0.00028627036839854424
юю,26,4.538432669733018e-05
юв,150,0.00026183265402305873
юо,81,0.0001413896331724517
уц,22,3.8402122590048616e-05
рх,130,0.0002269216334866509
фп,5,8.727755134101958e-06
йу,117,0.0002042294701379858
еэ,129,0.0002251760824598305
дш,51,8.902310236783997e-05
цы,185,0.00032292693996177244
хэ,36,6.28398369655341e-05
ьа,103,0.00017979175576250033
ьж,46,8.029534723373801e-05
эп,30,5.2366530804611744e-05
сц,61,0.00010647861263604388
еф,72,0.0001256796739310682
фр,79,0.00013789853111881092
аэ,174,0.0003037258786667481
чр,58,0.00010124195955558271
уя,96,0.0001675728985747576
лз,144,0.0002513593478621364
дп,163,0.00028452481737172383
сж,69,0.00012044302085060702
юе,15,2.6183265402305872e-05
эс,37,6.458538799235449e-05
гч,16,2.7928816429126264e-05
ыч,140,0.0002443771437548548
зц,10,1.7455510268203916e-05
зл,145,0.0002531048988889568
уф,41,7.156759209963606e-05
йб,233,0.0004067133892491512
гг,8,1.3964408214563132e-05
эл,90,0.00015709959241383523
лж,176,0.0003072169807203889
пп,764,0.0013336009844907792
яя,83,0.0001448807352260925
нч,230,0.00040147673616869003
йк,549,0.000958307513724395
ыд,246,0.0004294055525978163
ыу,86,0.00015011738830655367
рм,318,0.0005550852265288845
жо,58,0.00010124195955558271
хг,67,0.00011695191879696623
рз,119,0.0002077205721916266
гн,203,0.0003543468584445395
сш,58,0.00010124195955558271
шт,97,0.00016931844960157798
лд,208,0.0003630746135786414
юу,29,5.0620979777791356e-05
ыэ,31,5.411208183143214e-05
хм,182,0.00031769028688131127
нэ,17,2.9674367455946656e-05
зз,69,0.00012044302085060702
фы,8,1.3964408214563132e-05
хб,98,0.00017106400062839836
рю,105,0.00018328285781614112
хе,96,0.0001675728985747576
кэ,48,8.37864492873788e-05
яш,57,9.949640852876232e-05
шп,25,4.363877567050979e-05
яу,150,0.00026183265402305873
тэ,54,9.425975544830114e-05
сб,131,0.00022866718451347129
сэ,42,7.331314312645644e-05
йю,9,1.5709959241383524e-05
чш,54,9.425975544830114e-05
ищ,238,0.0004154411443832532
жс,26,4.538432669733018e-05
нг,158,0.00027579706223762184
эм,51,8.902310236783997e-05
йе,61,0.00010647861263604388
эд,3,5.236653080461175e-06
мг,217,0.000378784572820025
рф,49,8.553200031419918e-05
хз,49,8.553200031419918e-05
дю,22,3.8402122590048616e-05
вю,4,6.982204107281566e-06
кч,65,0.00011346081674332545
гх,3,5.236653080461175e-06
лф,16,2.7928816429126264e-05
фк,3,5.236653080461175e-06
дм,101,0.00017630065370885953
мф,43,7.505869415327684e-05
гм,9,1.5709959241383524e-05
йч,283,0.0004939909405901708
жь,15,2.6183265402305872e-05
бв,37,6.458538799235449e-05
жб,31,5.411208183143214e-05
цу,175,0.0003054714296935685
гт,14,2.443771437548548e-05
шо,213,0.0003718023687127434
рч,79,0.00013789853111881092
чо,118,0.0002059750211648062
чз,39,6.807649004599527e-05
лэ,47,8.20408982605584e-05
гс,56,9.775085750194192e-05
чп,107,0.0001867739598697819
кш,25,4.363877567050979e-05
чг,14,2.443771437548548e-05
пя,262,0.00045733436902694257
нр,90,0.00015709959241383523
чс,99,0.00017280955165521877
дб,62,0.00010822416366286428
дж,60,0.00010473306160922349
уу,92,0.00016059069446747602
лш,42,7.331314312645644e-05
лщ,6,1.047330616092235e-05
сф,34,5.934873491189331e-05
щу,88,0.00015360849036019446
рщ,34,5.934873491189331e-05
бш,24,4.18932246436894e-05
тю,84,0.00014662628625291288
жл,14,2.443771437548548e-05
юш,39,6.807649004599527e-05
гз,16,2.7928816429126264e-05
ьц,77,0.00013440742906517016
чч,25,4.363877567050979e-05
жч,30,5.2366530804611744e-05
уй,89,0.00015535404138701484
вщ,11,1.9201061295024308e-05
щс,4,6.982204107281566e-06
юф,19,3.3165469509587437e-05
бф,2,3.491102053640783e-06
мш,51,8.902310236783997e-05
рл,91,0.00015884514344065564
чд,25,4.363877567050979e-05
уэ,52,9.076865339466035e-05
вф,21,3.665657156322822e-05
щг,6,1.047330616092235e-05
щн,39,6.807649004599527e-05
бз,10,1.7455510268203916e-05
кя,30,5.2366530804611744e-05
ьх,74,0.00012917077598470898
чб,27,4.712987772415057e-05
яф,29,5.0620979777791356e-05
бк,61,0.00010647861263604388
дз,42,7.331314312645644e-05
цг,9,1.5709959241383524e-05
цф,117,0.0002042294701379858
йх,53,9.251420442148075e-05
пц,8,1.3964408214563132e-05
цт,9,1.5709959241383524e-05
бч,13,2.269216334866509e-05
лх,32,5.585763285825253e-05
тж,57,9.949640852876232e-05
зч,65,0.00011346081674332545
эз,1,1.7455510268203915e-06
ыщ,11,1.9201061295024308e-05
яй,67,0.00011695191879696623
жп,10,1.7455510268203916e-05
шг,3,5.236653080461175e-06
юя,22,3.8402122590048616e-05
нм,73,0.00012742522495788857
фл,52,9.076865339466035e-05
йя,40,6.982204107281566e-05
бп,13,2.269216334866509e-05
гп,42,7.331314312645644e-05
жт,9,1.5709959241383524e-05
оы,1,1.7455510268203915e-06
зф,7,1.221885718774274e-05
цн,16,2.7928816429126264e-05
йщ,9,1.5709959241383524e-05
юх,22,3.8402122590048616e-05
хщ,2,3.491102053640783e-06
нщ,42,7.331314312645644e-05
пк,74,0.00012917077598470898
тш,27,4.712987772415057e-05
фм,7,1.221885718774274e-05
цд,11,1.9201061295024308e-05
тх,40,6.982204107281566e-05
пш,10,1.7455510268203916e-05
цл,5,8.727755134101958e-06
шю,3,5.236653080461175e-06
бт,15,2.6183265402305872e-05
жм,8,1.3964408214563132e-05
фт,16,2.7928816429126264e-05
шв,25,4.363877567050979e-05
нф,20,3.491102053640783e-05
фю,2,3.491102053640783e-06
эн,26,4.538432669733018e-05
хш,36,6.28398369655341e-05
цс,28,4.887542875097096e-05
ыф,17,2.9674367455946656e-05
нл,23,4.0147673616869004e-05
цм,12,2.09466123218447e-05
нш,36,6.28398369655341e-05
гэ,5,8.727755134101958e-06
дф,2,3.491102053640783e-06
шб,4,6.982204107281566e-06
зэ,12,2.09466123218447e-05
бж,17,2.9674367455946656e-05
лц,10,1.7455510268203916e-05
щм,2,3.491102053640783e-06
жг,14,2.443771437548548e-05
эй,8,1.3964408214563132e-05
чя,8,1.3964408214563132e-05
зш,15,2.6183265402305872e-05
хф,13,2.269216334866509e-05
чж,3,5.236653080461175e-06
жж,5,8.727755134101958e-06
щв,10,1.7455510268203916e-05
гш,10,1.7455510268203916e-05
ьщ,18,3.141991848276705e-05
гб,15,2.6183265402305872e-05
чм,20,3.491102053640783e-05
хх,12,2.09466123218447e-05
рй,1,1.7455510268203915e-06
юэ,16,2.7928816429126264e-05
зх,1,1.7455510268203915e-06
бд,14,2.443771437548548e-05
ыц,11,1.9201061295024308e-05
жц,1,1.7455510268203915e-06
эф,14,2.443771437548548e-05
фф,9,1.5709959241383524e-05
эх,11,1.9201061295024308e-05
бэ,17,2.9674367455946656e-05
пд,22,3.8402122590048616e-05
пз,17,2.9674367455946656e-05
шд,2,3.491102053640783e-06
щб,22,3.8402122590048616e-05
фд,3,5.236653080461175e-06
чэ,6,1.047330616092235e-05
щф,1,1.7455510268203915e-06
шх,9,1.5709959241383524e-05
що,3,5.236653080461175e-06
пч,21,3.665657156322822e-05
пэ,11,1.9201061295024308e-05
вй,1,1.7455510268203915e-06
йй,2,3.491102053640783e-06
тй,1,1.7455510268203915e-06
гя,2,3.491102053640783e-06
жр,8,1.3964408214563132e-05
пщ,3,5.236653080461175e-06
цб,6,1.047330616092235e-05
бц,10,1.7455510268203916e-05
шм,8,1.3964408214563132e-05
хя,13,2.269216334866509e-05
цч,3,5.236653080461175e-06
хь,1,1.7455510268203915e-06
цэ,2,3.491102053640783e-06
лй,1,1.7455510268203915e-06
бг,6,1.047330616092235e-05
пф,3,5.236653080461175e-06
юй,6,1.047330616092235e-05
хц,11,1.9201061295024308e-05
пж,7,1.221885718774274e-05
шч,3,5.236653080461175e-06
жя,5,8.727755134101958e-06
бм,25,4.363877567050979e-05
пг,12,2.09466123218447e-05
рэ,4,6.982204107281566e-06
пм,13,2.269216334866509e-05
шц,2,3.491102053640783e-06
эв,4,6.982204107281566e-06
цз,7,1.221885718774274e-05
чх,1,1.7455510268203915e-06
пх,5,8.727755134101958e-06
шф,1,1.7455510268203915e-06
дэ,7,1.221885718774274e-05
шс,7,1.221885718774274e-05
фв,3,5.236653080461175e-06
гж,3,5.236653080461175e-06
шр,2,3.491102053640783e-06
щт,4,6.982204107281566e-06
кф,5,8.727755134101958e-06
ыю,1,1.7455510268203915e-06
цр,9,1.5709959241383524e-05
кю,4,6.982204107281566e-06
щп,2,3.491102053640783e-06
щч,2,3.491102053640783e-06
цщ,1,1.7455510268203915e-06
жз,8,1.3964408214563132e-05
эр,36,6.28398369655341e-05
жф,3,5.236653080461175e-06
жх,1,1.7455510268203915e-06
фь,16,2.7928816429126264e-05
мщ,3,5.236653080461175e-06
щд,1,1.7455510268203915e-06
чщ,1,1.7455510268203915e-06
цх,3,5.236653080461175e-06
иы,1,1.7455510268203915e-06
щщ,1,1.7455510268203915e-06
щж,1,1.7455510268203915e-06
щр,1,1.7455510268203915e-06
эо,1,1.7455510268203915e-06
шя,1,1.7455510268203915e-06
фш,1,1.7455510268203915e-06
ээ,2,3.491102053640783e-06
ця,1,1.7455510268203915e-06
цц,3,5.236653080461175e-06
щх,2,3.491102053640783e-06
фз,1,1.7455510268203915e-06
щл,1,1.7455510268203915e-06
щз,1,1.7455510268203915e-06
щш,1,1.7455510268203915e-06
гь,2,3.491102053640783e-06
зю,1,1.7455510268203915e-06
цш,1,1.7455510268203915e-06
щк,3,5.236653080461175e-06
ц,1,1.7455510268203915e-06
