Символ(и),Кількість,Частота
кр,1408,0.0020883515075287443
ра,5406,0.008018201881889484
тн,895,0.0013274677551407858
ер,4236,0.00628285297293449
ес,3132,0.004645395540894906
ск,3022,0.004482243079369223
аз,1971,0.002923395469701105
за,3540,0.005250542852735622
ит,3194,0.0047373542010275636
те,3926,0.005823059672271201
ур,681,0.0010100620572635476
ед,1979,0.002935261103266609
вы,2075,0.0030776487060526596
ым,943,0.001398661556533811
мы,534,0.0007920310404974074
ыс,432,0.0006407442125372284
се,1981,0.002938227511657985
л ,5090,0.0075495093560520666
ак,2391,0.0035463412318900767
кт,488,0.000723803647495758
ки,2685,0.0039824032654223575
ео,188,0.0002788423887893494
от,3601,0.005341018308672591
тд,155,0.00022989665033164446
им,1536,0.002278201644576812
т ,3326,0.004933137154858384
 ф,606,0.0008988217425869454
фа,161,0.00023879587550577262
 р,2760,0.004093643580098959
еа,133,0.00019726615802650782
ьн,931,0.0013808631061855547
  ,2930,0.004345788293365924
иф,86,0.00012755556082917047
фи,203,0.00030109045172466983
ац,216,0.0003203721062686142
ци,567,0.0008409767789551123
из,1527,0.00226485280681562
зв,573,0.0008498760041292405
ав,2186,0.003242284371774031
 ч,2325,0.0034484497549746667
чт,1169,0.0017338657047593056
 б,4261,0.00631993307782669
бу,716,0.0010619742041126285
уд,1143,0.001695302395671417
ду,985,0.0014609561327527084
ущ,140,0.00020764858739632402
щи,562,0.0008335607579766722
оа,29,4.301292167495284e-05
вт,291,0.00043161242094521635
ры,1006,0.001492103420862157
ы ,3008,0.004461478220629591
 з,3169,0.0047002740961353635
зе,378,0.0005606511859700749
мл,119,0.00017650129928687542
ля,1083,0.001606310143930135
як,138,0.00020468217900494797
ио,360,0.0005339535104476904
од,3576,0.005303938203780391
сс,731,0.001084222267047949
си,1418,0.0021031835494856248
ты,1050,0.0015573644054724303
мо,2240,0.0033223773983411843
кв,251,0.0003722842531176952
зж,61,9.047545593696976e-05
же,2145,0.0031814729997508215
 г,2872,0.004259762450016019
оэ,65,9.640827271972188e-05
эт,984,0.0014594729285570204
 ж,1244,0.0018451060194359077
жу,154,0.00022841344613595642
рн,927,0.0013749302894028026
 а,1560,0.002313798545273325
ол,4477,0.006640305184095305
ьд,118,0.0001750180950911874
до,2581,0.0038281500290708024
ч ,693,0.001027860507611804
ай,584,0.0008661912502818088
йн,265,0.0003930491118573276
нз,42,6.22945762188972e-05
зи,395,0.0005858656572967713
ьб,62,9.195866013265778e-05
бе,1544,0.0022900672781423163
рг,262,0.00038859949927026353
г ,346,0.000513188651708058
вз,228,0.00033817055661687054
зя,173,0.000256594325854029
ял,591,0.000876573679651625
пс,60,8.899225174128173e-05
он,3344,0.004959834830380768
ещ,444,0.0006585426628854848
ще,825,0.0012236434614426236
во,4377,0.006491984764526502
бы,1870,0.002773591845936614
вш,568,0.0008424599831508003
ши,1102,0.0016344910236482076
ру,1749,0.0025941241382583624
дн,1103,0.0016359742278438958
к ,2561,0.0037984859451570415
 у,2569,0.003810351578722546
уг,487,0.00072232044330007
вн,688,0.0010204444866333637
зы,257,0.0003811834782918234
ыб,113,0.00016760207411274726
бр,890,0.0013200517341623455
оя,374,0.0005547183691873228
ят,891,0.0013215349383580337
см,512,0.0007594005481922707
ив,1553,0.0023034161159035085
оф,98,0.00014535401117742681
фе,293,0.00043457882933659243
ию,226,0.0003352041482254945
ю ,1504,0.0022307391103147953
с ,1890,0.0028032559298503744
н ,1950,0.0028922481815916562
вм,67,9.937468111109793e-05
фо,271,0.0004019483370314558
аб,533,0.0007905478363017193
бо,1379,0.0020453385858537915
га,1023,0.0015173178921888534
гу,466,0.0006911731551906214
ше,1379,0.0020453385858537915
ей,1436,0.0021298812250080093
йс,364,0.0005398863272304425
 ц,332,0.0004924237929684256
це,682,0.0010115452614592355
ны,2847,0.004222682345123818
ою,152,0.00022544703774458037
юз,33,4.894573845770495e-05
их,957,0.0014194264152734436
х ,2137,0.0031696073661853174
ез,904,0.001340816592901978
зн,956,0.0014179432110777556
жн,616,0.0009136537845438257
 т,4145,0.006147881391126879
нс,520,0.000771266181757775
сп,1213,0.0017991266893695788
рт,501,0.0007430853020397024
ср,178,0.0002640103468324691
рв,270,0.00040046513283576774
дк,199,0.0002951576349419177
ке,488,0.000723803647495758
др,628,0.0009314522348920821
ех,394,0.0005843824531010833
ьк,558,0.00082762794119392
нь,728,0.001079772654460885
ьш,369,0.0005473023482088826
тл,132,0.0001957829538308198
ус,863,0.001280005220878769
ью,264,0.0003915659076616396
еч,678,0.0010056124446764835
ча,1495,0.002217390272553603
зу,231,0.00034262016920393463
ых,770,0.0011420672306797822
ла,3395,0.005035478244360857
ах,891,0.0013215349383580337
пь,52,7.71266181757775e-05
су,462,0.0006852403384078693
мх,11,1.6315246152568315e-05
об,2262,0.003355007890646321
ып,158,0.00023434626291870856
пу,584,0.0008661912502818088
ку,1286,0.001907400595654805
з ,925,0.0013719638810114267
уп,506,0.0007505013230181426
пн,99,0.00014683721537311485
йш,70,0.00010382429369816201
ьс,470,0.0006971059719733735
тв,1896,0.0028121551550245026
ид,1034,0.0015336331383414218
сю,159,0.00023582946711439657
юж,27,4.004651328357678e-05
ма,2352,0.0034884962682582435
ею,66,9.78914769154099e-05
рс,407,0.0006036641076450277
фу,58,8.602584334990567e-05
дл,347,0.000514671855903746
жи,988,0.0014654057453397725
пл,569,0.0008439431873464884
еж,600,0.0008899225174128173
жа,955,0.0014164600068820674
ое,1032,0.0015306667299500457
ач,619,0.0009181033971308898
иш,319,0.00047314213842448115
шу,221,0.00032778812724705434
ут,928,0.0013764134935984908
ые,951,0.0014105271900993154
гл,737,0.0010931214922220772
ук,652,0.0009670491355885947
ас,2651,0.003931974322768964
 э,1217,0.001805059506152331
гр,1004,0.0014891370124707809
аю,463,0.0006867235426035573
ют,254,0.0003767338657047593
мя,275,0.0004078811538142079
ян,577,0.0008558088209119926
бл,687,0.0010189612824376758
жк,133,0.00019726615802650782
ын,156,0.00023137985452733248
сн,684,0.0010145116698506117
уб,715,0.0010604909999169406
ди,1603,0.00237757632568791
яр,119,0.00017650129928687542
хв,122,0.0001809509118739395
ба,707,0.0010486253663514362
 х,794,0.0011776641313762948
еу,145,0.00021506460837476417
ющ,282,0.0004182635831840241
аи,143,0.0002120981999833881
вр,414,0.0006140465370148439
б ,155,0.00022989665033164446
зо,463,0.0006867235426035573
вс,1325,0.0019652455592866383
дд,35,5.1912146849081005e-05
рж,232,0.0003441033733996227
ее,1155,0.0017131008460196733
тя,370,0.0005487855524045706
яб,76,0.00011272351887229018
ря,590,0.000875090475455937
яц,47,6.971059719733735e-05
ц ,337,0.0004998398139468657
ая,1392,0.002064620240397736
дс,323,0.0004790749552072333
вл,531,0.0007875814279103433
яю,64,9.492506852403384e-05
д ,772,0.0011450336390711581
тк,354,0.0005250542852735622
яв,209,0.000309989676898798
уж,863,0.001280005220878769
чь,142,0.00021061499578770007
ап,1284,0.001904434187263429
 щ,72,0.00010679070208953808
дя,257,0.0003811834782918234
еб,666,0.000987813994328227
бя,161,0.00023879587550577262
ец,360,0.0005339535104476904
 я,779,0.0011554160684409745
нв,23,3.411369650082466e-05
рш,148,0.00021951422096182826
юл,20,2.9664083913760576e-05
уе,166,0.0002462118964842128
лл,201,0.0002981240433332938
лю,561,0.0008320775537809841
юс,88,0.00013052196922054652
ир,828,0.0012280930740296877
яч,127,0.00018836693285237966
чн,593,0.000879540088043001
йт,285,0.0004227131957710882
яс,412,0.0006110801286234678
еш,432,0.0006407442125372284
лс,1121,0.0016626719033662803
ж ,134,0.00019874936222219586
лг,110,0.00016315246152568316
иа,235,0.00034855298598668674
лы,447,0.0006629922754725489
р ,1104,0.0016374574320395837
ыл,1275,0.0018910853495022366
аг,517,0.0007668165691707109
дг,15,2.2248062935320432e-05
аф,213,0.0003159224936815501
фс,11,1.6315246152568315e-05
сд,126,0.00018688372865669162
рк,291,0.00043161242094521635
рр,68,0.00010085788530678596
ек,960,0.0014238760278605077
вь,77,0.00011420672306797821
тп,69,0.00010234108950247398
п ,543,0.0008053798782585996
бн,180,0.0002669767552238452
оц,106,0.00015721964474293105
гд,476,0.0007060051971475017
аш,633,0.0009388682558705222
шн,246,0.0003648682321392551
хн,159,0.00023582946711439657
ги,520,0.000771266181757775
ух,373,0.0005532351649916347
хт,39,5.784496363183312e-05
ху,152,0.00022544703774458037
уи,36,5.339535104476904e-05
кс,187,0.0002773591845936614
па,1375,0.0020394057690710397
зр,155,0.00022989665033164446
кц,126,0.00018688372865669162
ню,73,0.0001082739062852261
юд,192,0.0002847752055721015
дь,294,0.00043606203353228044
бс,99,0.00014683721537311485
ня,725,0.0010753230418738208
вк,217,0.00032185531046430223
кл,612,0.0009077209677610736
сч,189,0.0002803255929850374
рп,71,0.00010530749789385004
пы,212,0.0003144392894858621
яд,277,0.00041084756220558395
ый,1347,0.0019978760515917747
ум,635,0.0009418346642618983
ям,289,0.0004286460125538403
бь,292,0.0004330956251409044
эк,75,0.00011124031467660216
ао,42,6.22945762188972e-05
рд,213,0.0003159224936815501
ау,123,0.00018243411606962755
ую,713,0.0010575245915255644
еп,547,0.0008113126950413517
ощ,156,0.00023137985452733248
щь,22,3.263049230513663e-05
юц,22,3.263049230513663e-05
км,20,2.9664083913760576e-05
рб,79,0.00011717313145935428
яз,130,0.00019281654543944375
мс,115,0.0001705684825041233
аж,882,0.0013081861005968414
рь,336,0.0004983566097511776
лн,273,0.00040491474542283184
яи,43,6.377778041458523e-05
 ю,45,6.67441888059613e-05
юг,16,2.373126713100846e-05
фн,7,1.0382429369816201e-05
иг,456,0.0006763411132337411
йо,23,3.411369650082466e-05
вв,36,5.339535104476904e-05
кж,11,1.6315246152568315e-05
цк,171,0.0002536279174626529
кп,13,1.9281654543944375e-05
пб,2,2.9664083913760574e-06
дч,21,3.11472881094486e-05
тм,24,3.559690069651269e-05
ыш,301,0.00044644446290209664
шл,344,0.0005102222433166819
кк,18,2.669767552238452e-05
пт,88,0.00013052196922054652
чк,456,0.0006763411132337411
зг,134,0.00019874936222219586
оо,173,0.000256594325854029
ея,121,0.00017946770767825147
тч,74,0.00010975711048091413
яе,57,8.454263915421763e-05
ош,610,0.0009047545593696975
юч,90,0.0001334883776119226
гк,93,0.00013793799019898667
бх,23,3.411369650082466e-05
зб,85,0.00012607235663348245
бю,55,8.157623076284158e-05
мт,29,4.301292167495284e-05
ох,472,0.0007000723803647496
зк,64,9.492506852403384e-05
уш,459,0.0006807907258208052
шк,312,0.00046275970905466495
тщ,21,3.11472881094486e-05
юб,209,0.000309989676898798
мд,7,1.0382429369816201e-05
иц,703,0.0010426925495686842
кн,289,0.0004286460125538403
сы,292,0.0004330956251409044
ыт,389,0.0005769664321226432
тц,72,0.00010679070208953808
бщ,129,0.0001913333412437557
цо,123,0.00018243411606962755
юн,60,8.899225174128173e-05
уз,280,0.00041529717479264804
зь,83,0.0001231059482421064
ях,122,0.0001809509118739395
бб,8,1.186563356550423e-05
ыг,101,0.0001498036237644909
хр,80,0.0001186563356550423
мь,77,0.00011420672306797821
хс,42,6.22945762188972e-05
иж,213,0.0003159224936815501
ащ,167,0.0002476951006799008
пю,6,8.899225174128173e-06
юр,52,7.71266181757775e-05
рц,54,8.009302656715355e-05
чл,43,6.377778041458523e-05
дт,56,8.305943495852961e-05
ыр,161,0.00023879587550577262
дх,28,4.1529717479264804e-05
нц,381,0.000565100798557139
ьт,126,0.00018688372865669162
ыя,11,1.6315246152568315e-05
шь,164,0.00024324548809283672
юю,25,3.708010489220072e-05
иб,233,0.0003455865775953107
зм,214,0.00031740569787723814
ьз,69,0.00010234108950247398
мв,85,0.00012607235663348245
рх,118,0.0001750180950911874
хи,196,0.00029070802235485363
дш,45,6.67441888059613e-05
цы,185,0.0002743927762022853
кз,65,9.640827271972188e-05
мп,148,0.00021951422096182826
нп,4,5.932816782752115e-06
эп,30,4.4496125870640864e-05
сц,55,8.157623076284158e-05
фр,78,0.00011568992726366624
чр,37,5.4878555240457065e-05
ьж,1,1.4832041956880287e-06
уя,64,9.492506852403384e-05
дп,103,0.00015277003215586696
ьм,135,0.00020023256641788387
эс,36,5.339535104476904e-05
лк,366,0.0005428527356218185
яг,90,0.0001334883776119226
гч,7,1.0382429369816201e-05
зл,133,0.00019726615802650782
гг,1,1.4832041956880287e-06
вц,43,6.377778041458523e-05
эл,90,0.0001334883776119226
лж,155,0.00022989665033164446
уц,12,1.7798450348256345e-05
яя,53,7.860982237146553e-05
нч,180,0.0002669767552238452
лч,92,0.00013645478600329865
рм,242,0.00035893541535650294
нк,323,0.0004790749552072333
пп,687,0.0010189612824376758
тз,7,1.0382429369816201e-05
рз,77,0.00011420672306797821
ыз,52,7.71266181757775e-05
гн,151,0.00022396383354889235
уо,37,5.4878555240457065e-05
ун,314,0.00046572611744604103
сш,49,7.267700558871341e-05
шт,95,0.00014090439859036272
лд,39,5.784496363183312e-05
ыч,94,0.0001394211943946747
мм,89,0.00013200517341623456
нэ,6,8.899225174128173e-06
зз,48,7.119380139302538e-05
фы,8,1.186563356550423e-05
рю,105,0.00015573644054724301
шп,19,2.8180879718072546e-05
мк,77,0.00011420672306797821
йи,11,1.6315246152568315e-05
чв,9,1.334883776119226e-05
чш,52,7.71266181757775e-05
ищ,227,0.0003366873524211825
нг,123,0.00018243411606962755
э ,3,4.449612587064086e-06
йе,11,1.6315246152568315e-05
иэ,8,1.186563356550423e-05
эд,3,4.449612587064086e-06
ыд,91,0.0001349715818076106
рф,45,6.67441888059613e-05
ык,152,0.00022544703774458037
вх,70,0.00010382429369816201
дю,22,3.263049230513663e-05
юм,51,7.564341398008946e-05
аа,53,7.860982237146553e-05
юк,97,0.0001438708069817388
гх,1,1.4832041956880287e-06
лф,6,8.899225174128173e-06
гв,12,1.7798450348256345e-05
дм,79,0.00011717313145935428
гм,5,7.416020978440144e-06
мф,20,2.9664083913760576e-05
хе,73,0.0001082739062852261
жь,15,2.2248062935320432e-05
бв,28,4.1529717479264804e-05
жб,26,3.856330908788875e-05
цу,170,0.0002521447132669649
гт,6,8.899225174128173e-06
шо,211,0.00031295608529017404
рч,63,9.344186432834581e-05
гс,31,4.597933006632889e-05
яж,109,0.00016166925732999512
хл,113,0.00016760207411274726
цв,102,0.00015128682796017892
пя,255,0.00037821706990044733
нр,44,6.526098461027326e-05
нж,92,0.00013645478600329865
дб,30,4.4496125870640864e-05
вч,43,6.377778041458523e-05
дж,57,8.454263915421763e-05
чо,69,0.00010234108950247398
ув,347,0.000514671855903746
лб,42,6.22945762188972e-05
еэ,6,8.899225174128173e-06
зс,33,4.894573845770495e-05
щу,85,0.00012607235663348245
рщ,32,4.746253426201692e-05
оу,74,0.00010975711048091413
ьв,41,6.081137202320918e-05
бш,23,3.411369650082466e-05
лт,89,0.00013200517341623456
тю,84,0.0001245891524377944
жл,13,1.9281654543944375e-05
яп,107,0.00015870284893861907
мр,66,9.78914769154099e-05
ьи,66,9.78914769154099e-05
иу,35,5.1912146849081005e-05
ьц,65,9.640827271972188e-05
йл,73,0.0001082739062852261
мз,5,7.416020978440144e-06
жч,29,4.301292167495284e-05
уй,88,0.00013052196922054652
щ ,78,0.00011568992726366624
сб,55,8.157623076284158e-05
тт,49,7.267700558871341e-05
чч,6,8.899225174128173e-06
йц,35,5.1912146849081005e-05
лш,3,4.449612587064086e-06
йч,128,0.00018985013704806767
ьч,51,7.564341398008946e-05
уэ,17,2.521447132669649e-05
юв,10,1.4832041956880288e-05
ыж,24,3.559690069651269e-05
лп,64,9.492506852403384e-05
вщ,7,1.0382429369816201e-05
ьх,32,4.746253426201692e-05
лв,28,4.1529717479264804e-05
тб,14,2.0764858739632402e-05
вб,13,1.9281654543944375e-05
ьр,4,5.932816782752115e-06
бк,55,8.157623076284158e-05
зц,4,5.932816782752115e-06
йк,116,0.00017205168669981135
пц,8,1.186563356550423e-05
мш,7,1.0382429369816201e-05
бч,6,8.899225174128173e-06
хд,5,7.416020978440144e-06
эз,1,1.4832041956880287e-06
ыщ,9,1.334883776119226e-05
кб,1,1.4832041956880287e-06
хк,6,8.899225174128173e-06
ыи,45,6.67441888059613e-05
яй,66,9.78914769154099e-05
рл,73,0.0001082739062852261
ш ,61,9.047545593696976e-05
еф,33,4.894573845770495e-05
фл,51,7.564341398008946e-05
яа,10,1.4832041956880288e-05
йд,100,0.00014832041956880287
зч,44,6.526098461027326e-05
жт,2,2.9664083913760574e-06
сг,28,4.1529717479264804e-05
оы,1,1.4832041956880287e-06
щн,35,5.1912146849081005e-05
юш,19,2.8180879718072546e-05
сф,18,2.669767552238452e-05
дз,12,1.7798450348256345e-05
юх,8,1.186563356550423e-05
пк,49,7.267700558871341e-05
бз,5,7.416020978440144e-06
фм,7,1.0382429369816201e-05
эм,50,7.416020978440143e-05
пш,7,1.0382429369816201e-05
яф,3,4.449612587064086e-06
лм,6,8.899225174128173e-06
йп,15,2.2248062935320432e-05
яо,17,2.521447132669649e-05
нб,15,2.2248062935320432e-05
нщ,40,5.932816782752115e-05
зп,17,2.521447132669649e-05
шю,3,4.449612587064086e-06
бт,8,1.186563356550423e-05
жм,4,5.932816782752115e-06
фт,15,2.2248062935320432e-05
шв,18,2.669767552238452e-05
нф,19,2.8180879718072546e-05
йз,13,1.9281654543944375e-05
уф,22,3.263049230513663e-05
тг,5,7.416020978440144e-06
гп,5,7.416020978440144e-06
кш,10,1.4832041956880288e-05
ьг,125,0.0001854005244610036
кд,10,1.4832041956880288e-05
фю,2,2.9664083913760574e-06
хэ,5,7.416020978440144e-06
эн,26,3.856330908788875e-05
жо,51,7.564341398008946e-05
тэ,3,4.449612587064086e-06
жс,16,2.373126713100846e-05
нм,2,2.9664083913760574e-06
йщ,4,5.932816782752115e-06
цм,4,5.932816782752115e-06
нш,8,1.186563356550423e-05
ьо,58,8.602584334990567e-05
мц,17,2.521447132669649e-05
юи,8,1.186563356550423e-05
хш,10,1.4832041956880288e-05
хз,1,1.4832041956880287e-06
аэ,20,2.9664083913760576e-05
йб,22,3.263049230513663e-05
бж,17,2.521447132669649e-05
эй,8,1.186563356550423e-05
йф,9,1.334883776119226e-05
зш,8,1.186563356550423e-05
жж,5,7.416020978440144e-06
мч,29,4.301292167495284e-05
щв,2,2.9664083913760574e-06
мг,21,3.11472881094486e-05
йв,6,8.899225174128173e-06
ьщ,13,1.9281654543944375e-05
чс,10,1.4832041956880288e-05
чг,2,2.9664083913760574e-06
чм,2,2.9664083913760574e-06
юо,7,1.0382429369816201e-05
 й,12,1.7798450348256345e-05
бд,8,1.186563356550423e-05
тш,7,1.0382429369816201e-05
жц,1,1.4832041956880287e-06
эф,14,2.0764858739632402e-05
фф,9,1.334883776119226e-05
эх,11,1.6315246152568315e-05
йм,42,6.22945762188972e-05
нл,2,2.9664083913760574e-06
цс,3,4.449612587064086e-06
пв,5,7.416020978440144e-06
жг,9,1.334883776119226e-05
кг,11,1.6315246152568315e-05
гш,7,1.0382429369816201e-05
хм,86,0.00012755556082917047
тх,14,2.0764858739632402e-05
шх,6,8.899225174128173e-06
що,1,1.4832041956880287e-06
жр,3,4.449612587064086e-06
пщ,3,4.449612587064086e-06
хх,3,4.449612587064086e-06
шм,7,1.0382429369816201e-05
бп,7,1.0382429369816201e-05
хь,1,1.4832041956880287e-06
пч,8,1.186563356550423e-05
бг,5,7.416020978440144e-06
пф,3,4.449612587064086e-06
ыа,2,2.9664083913760574e-06
юй,6,8.899225174128173e-06
чж,1,1.4832041956880287e-06
яу,3,4.449612587064086e-06
бм,22,3.263049230513663e-05
зт,7,1.0382429369816201e-05
ьэ,6,8.899225174128173e-06
цг,2,2.9664083913760574e-06
ьа,7,1.0382429369816201e-05
хг,3,4.449612587064086e-06
сэ,2,2.9664083913760574e-06
эв,4,5.932816782752115e-06
вж,1,1.4832041956880287e-06
лз,15,2.2248062935320432e-05
яш,13,1.9281654543944375e-05
ьу,4,5.932816782752115e-06
бц,9,1.334883776119226e-05
сз,7,1.0382429369816201e-05
йг,9,1.334883776119226e-05
цп,1,1.4832041956880287e-06
хп,5,7.416020978440144e-06
ьл,3,4.449612587064086e-06
чп,2,2.9664083913760574e-06
юп,9,1.334883776119226e-05
сж,5,7.416020978440144e-06
ыц,4,5.932816782752115e-06
пд,3,4.449612587064086e-06
кю,2,2.9664083913760574e-06
тф,9,1.334883776119226e-05
юа,2,2.9664083913760574e-06
лэ,1,1.4832041956880287e-06
ыо,6,8.899225174128173e-06
фк,2,2.9664083913760574e-06
цч,1,1.4832041956880287e-06
зэ,1,1.4832041956880287e-06
яэ,2,2.9664083913760574e-06
эр,36,5.339535104476904e-05
кч,3,4.449612587064086e-06
гэ,2,2.9664083913760574e-06
лх,2,2.9664083913760574e-06
йа,1,1.4832041956880287e-06
юу,2,2.9664083913760574e-06
чэ,2,2.9664083913760574e-06
хб,2,2.9664083913760574e-06
ыу,2,2.9664083913760574e-06
йя,8,1.186563356550423e-05
фь,16,2.373126713100846e-05
дэ,3,4.449612587064086e-06
вэ,2,2.9664083913760574e-06
мщ,3,4.449612587064086e-06
щд,1,1.4832041956880287e-06
йж,1,1.4832041956880287e-06
уу,20,2.9664083913760576e-05
лщ,3,4.449612587064086e-06
кэ,2,2.9664083913760574e-06
иы,1,1.4832041956880287e-06
шц,1,1.4832041956880287e-06
вю,1,1.4832041956880287e-06
эо,1,1.4832041956880287e-06
йю,2,2.9664083913760574e-06
фш,1,1.4832041956880287e-06
ээ,2,2.9664083913760574e-06
йх,1,1.4832041956880287e-06
цц,1,1.4832041956880287e-06
кх,1,1.4832041956880287e-06
цф,1,1.4832041956880287e-06
щх,1,1.4832041956880287e-06
фз,1,1.4832041956880287e-06
тж,1,1.4832041956880287e-06
хц,1,1.4832041956880287e-06
чб,1,1.4832041956880287e-06
лр,1,1.4832041956880287e-06
юя,1,1.4832041956880287e-06
гь,2,2.9664083913760574e-06
пх,1,1.4832041956880287e-06
зю,1,1.4832041956880287e-06
юэ,1,1.4832041956880287e-06
йу,2,2.9664083913760574e-06
шс,1,1.4832041956880287e-06
гб,1,1.4832041956880287e-06
шр,1,1.4832041956880287e-06
ыэ,1,1.4832041956880287e-06
мю,1,1.4832041956880287e-06
гз,1,1.4832041956880287e-06
цх,1,1.4832041956880287e-06
ц,1,1.4832041956880287e-06
