Довжина ключа,Індекс
Вхідний текст,"0,05660884682565585"
2,"0,04622303228838902"
3,"0,03803342754457586"
4,"0,035767431645535835"
5,"0,03786922494319616"
10,"0,03386678653456568"
20,"0,03295956716194276"
